13321437|"[""Erro ao invocar o serviço 'GVT ServiceAvailability2 BS', método 'checkResourceAvailability' na etapa 'Call Check Coverage'.(SBL-BPR-00162) -- A operação 'checkResourceAvailability' está esperando uma resposta, mas não recebeu nenhuma.(SBL-EAI-04311)(SBL-BPR-00131)""]"|
13320353|['ANTONIO VENDRAMINI - 228; VILA TEIXEIRA - 13320353; SALTO - SP - (558)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320005|['NOVE DE JULHO - 640; CENTRO - 13320005; SALTO - SP - (4057)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320480|['LUIZ O BORTOLUCCI - 159; JARDIM SAO FRANCISCO - 13320480; SALTO - SP - (3514)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320030|['ITAPIRU - 158; CENTRO - 13320030; SALTO - SP - (2720)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320480|['LUIZ O BORTOLUCCI - 260; JARDIM SAO FRANCISCO - 13320480; SALTO - SP - (3514)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320230|['RUI BARBOSA - 506; CENTRO - 13320230; SALTO - SP - (5002)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13322060|['CAMPOS SALES - 595; VILA NOVA - 13322060; SALTO - SP - (1236)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320354|['LUIZ DIAS SILVA - 411; VILA TEIXEIRA - 13320354; SALTO - SP - (3492)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321436|['SICILIA - 168; VILA ROMA - 13321436; SALTO - SP - (5185)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320370|['JOAQUIM NABUCO - 1021; VILA TEIXEIRA - 13320370; SALTO - SP - (2976)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321380|['JOHN KENNEDY - 517; BELA VISTA - 13321380; SALTO - SP - (2992)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13322241|['MOCAMBIQUE - 110; JARDIM PLANALTO - 13322241; SALTO - SP - (9091)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320240|['PEDRO II,DOM - 141; CENTRO - 13320240; SALTO - SP - (4375)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321125|['JOAO XXIII - 970; BELA VISTA - 13321310; SALTO - SP - (2968)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13326090|['O campo Nº Imóvel é de preenchimento obrigatório.']|
13326030|['ESPANHA - 162; JARDIM ELIZABETH - 13326030; SALTO - SP - (1970)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320020|['O campo Nº Imóvel é de preenchimento obrigatório.']|
13321503|['COLIBRI - 17; JARDIM SANTA LUCIA - 13321503; SALTO - SP - (1520)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320170|['JOSE GALVAO - 224; CENTRO - 13320170; SALTO - SP - (3115)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13326150|['HOLANDA - 54; JARDIM CELANI - 13326150; SALTO - SP - (2526)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320040|['SETE DE SETEMBRO - 410; CENTRO - 13320040; SALTO - SP - (5177)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320030|['ITAPIRU - 68; CENTRO - 13320030; SALTO - SP - (2720)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320030|['ITAPIRU - 575; CENTRO - 13320030; SALTO - SP - (2720)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320270|['RIO BRANCO,BR - 489; CENTRO - 13320270; SALTO - SP - (4731)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320230|['RUI BARBOSA - 433; CENTRO - 13320230; SALTO - SP - (5002)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13322110|['GARRIDO,MAJ - 215; JARDIM BANDEIRANTES - 13322110; SALTO - SP - (2186)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320110|['QUINTINO BOCAIUVA - 644; CENTRO - 13320110; SALTO - SP - (4693)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320270|['RIO BRANCO,BR - 519; CENTRO - 13320270; SALTO - SP - (4731)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320290|['O campo Nº Imóvel é de preenchimento obrigatório.']|
13320110|['QUINTINO BOCAIUVA - 460; CENTRO - 13320110; SALTO - SP - (4693)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320210|['COUTO,MONS - 361; CENTRO - 13320210; SALTO - SP - (1627)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321160|['JOSE ALENCAR - 8; VILA PROGRESSO - 13321160; SALTO - SP - (3050)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320150|['FLORIANO PEIXOTO - 47; CENTRO - 13320150; SALTO - SP - (2097)', 'VIVO1', 'METALICO', '6', '1', '0', '0']|SEM DISPONIBILIDADE
13320130|['RODRIGUES ALVES - 373; CENTRO - 13320130; SALTO - SP - (4910)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320230|['RUI BARBOSA - 509; CENTRO - 13320230; SALTO - SP - (5002)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320333|['JOSE DE ALMEIDA TEIXEIRA - 71; VILA TEIXEIRA - 13320333; SALTO - SP - (3000)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13322080|['HENRIQUE VISCARDI,DR - 371; VILA NOVA - 13322080; SALTO - SP - (2461)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321510|['MARIA LURDES GUARDA - 47; JARDIM DONALISIO - 13321510; SALTO - SP - (3670)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320140|['DEODORO,MAL - 427; CENTRO - 13320140; SALTO - SP - (1694)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320340|['ALBUQUERQUE LINS - 195; VILA TEIXEIRA - 13320340; SALTO - SP - (175)', 'VIVO1', '', '0', '0', '0', '0']|SEM DISPONIBILIDADE
13321070|['HELIO STEFFEN - 628; VILA ROMAO - 13321070; SALTO - SP - (2437)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13324470|['ESTADO BAHIA - 88; LOTEAMENTO TERRAS DE SAO PEDRO E SAO PAULO - 13324470; SALTO - SP - (8303)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321140|['PEROBA - 70; VILA FLORA - 13321140; SALTO - SP - (5983)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320120|['BENJAMIN CONSTANT - 49; CENTRO - 13320120; SALTO - SP - (884)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13326110|['EUROPA - 1550; JARDIM CELANI - 13326110; SALTO - SP - (1775)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320270|['RIO BRANCO,BR - 587; CENTRO - 13320270; SALTO - SP - (4731)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320370|['JOAQUIM NABUCO - 960; VILA TEIXEIRA - 13320370; SALTO - SP - (2976)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321362|['MARFIM - 41; BELA VISTA - 13321362; SALTO - SP - (7285)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320230|['RUI BARBOSA - 130; CENTRO - 13320230; SALTO - SP - (5002)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320110|['QUINTINO BOCAIUVA - 765; CENTRO - 13320110; SALTO - SP - (4693)', 'VIVO1', '', '0', '0', '0', '0']|SEM DISPONIBILIDADE
13320210|['COUTO,MONS - 371; CENTRO - 13320210; SALTO - SP - (1627)', 'VIVO1', 'METALICO', '25', '1', '1', '0']|DISPONIBILIDADE DE 21MB A 50MB
13320370|['JOAQUIM NABUCO - 584; VILA TEIXEIRA - 13320370; SALTO - SP - (2976)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320520|['COELHO NETO - 140; JARDIM TRES MARIAS - 13320520; SALTO - SP - (1511)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13326050|['BRUXELAS - 299; JARDIM ELIZABETH - 13326050; SALTO - SP - (1074)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320010|['VINTE TRES DE MAIO - 603; CENTRO - 13320010; SALTO - SP - (5860)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321210|['O campo Nº Imóvel é de preenchimento obrigatório.']|
13321472|['GEISEL,PRES - 20; JARDIM SANTO ANTONIO - 13321472; SALTO - SP - (2135)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321521|['PAULO MALIMPENSA - 94; JARDIM SANTA LUCIA - 13321521; SALTO - SP - (4243)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320490|['VITAL BRASIL - 272; JARDIM SAO FRANCISCO - 13320490; SALTO - SP - (5886)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321160|['JOSE ALENCAR - 30; VILA PROGRESSO - 13321160; SALTO - SP - (3050)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320230|['RUI BARBOSA - 13; CENTRO - 13320230; SALTO - SP - (5002)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320270|['RIO BRANCO,BR - 548; CENTRO - 13320270; SALTO - SP - (4731)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320230|['RUI BARBOSA - 549; CENTRO - 13320230; SALTO - SP - (5002)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320140|['DEODORO,MAL - 53; CENTRO - 13320140; SALTO - SP - (1694)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320230|['RUI BARBOSA - 141; CENTRO - 13320230; SALTO - SP - (5002)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320200|['JOSE WEISSOHN - 208; CENTRO - 13320200; SALTO - SP - (3182)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320160|['PRUDENTE MORAIS - 182; CENTRO - 13320160; SALTO - SP - (4561)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321380|['JOHN KENNEDY - 248; BELA VISTA - 13321380; SALTO - SP - (2992)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13326010|['ESCOCIA - 157; JARDIM ELIZABETH - 13326010; SALTO - SP - (1961)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320570|['MADRI - 101; JARDIM SEVILHA - 13320570; SALTO - SP - (3573)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320150|['FLORIANO PEIXOTO - 49; CENTRO - 13320150; SALTO - SP - (2097)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321071|['GUANABARA - 45; VILA ROMAO - 13321071; SALTO - SP - (2364)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320370|['JOAQUIM NABUCO - 474; VILA TEIXEIRA - 13320370; SALTO - SP - (2976)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320230|['RUI BARBOSA - 384; CENTRO - 13320230; SALTO - SP - (5002)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321110|['FRANCISCO ARRUDA TEIXEIRA - 440; VILA FLORA - 13321110; SALTO - SP - (2119)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321220|['O campo Nº Imóvel é de preenchimento obrigatório.']|
13320210|['COUTO,MONS - 370; CENTRO - 13320210; SALTO - SP - (1627)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13322060|['CAMPOS SALES - 459; VILA NOVA - 13322060; SALTO - SP - (1236)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13326123|['POLONIA - 713; JARDIM CELANI - 13326123; SALTO - SP - (4510)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320140|['DEODORO,MAL - 383; CENTRO - 13320140; SALTO - SP - (1694)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320160|['PRUDENTE MORAIS - 270; CENTRO - 13320160; SALTO - SP - (4561)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320110|['QUINTINO BOCAIUVA - 62; CENTRO - 13320110; SALTO - SP - (4693)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320230|['RUI BARBOSA - 495; CENTRO - 13320230; SALTO - SP - (5002)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13324463|['ESTADO PARAIBA - 107; LOTEAMENTO TERRAS DE SAO PEDRO E SAO PAULO - 13324463; SALTO - SP - (8672)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320270|['RIO BRANCO,BR - 1158; VILA TEIXEIRA - 13320271; SALTO - SP - (4731)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320270|['RIO BRANCO,BR - 1283; VILA TEIXEIRA - 13320271; SALTO - SP - (4731)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320270|['CEP não cadastrado na base de endereços do sistema.']|
13320250|['VINTE QUATRO DE OUTUBRO - 2274; CENTRO - 13320250; SALTO - SP - (5851)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13324464|['ESTADO PIAUI - 492; LOTEAMENTO TERRAS DE SAO PEDRO E SAO PAULO - 13324464; SALTO - SP - (8664)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321191|['IBRAIM NOBRE - 128; VILA PROGRESSO - 13321191; SALTO - SP - (2585)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13326100|['AMERICA - 1203; JARDIM CELANI - 13326100; SALTO - SP - (299)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320220|['BARROS JR,DR - 770; CENTRO - 13320220; SALTO - SP - (981)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321030|['JOSE ARRUDA MELLO - 129; JARDIM MARIA JOSE - 13321030; SALTO - SP - (3034)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13326100|['AMERICA - 1363; JARDIM CELANI - 13326100; SALTO - SP - (299)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13326195|['PAIS DE GALES - 161; DISTRITO INDUSTRIAL DOS BANDEIRANTES - 13326195; SALTO - SP - (972983)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13320000|['O campo CEP ou Endereço é de preenchimento obrigatório.', 'O campo Cidade é de preenchimento obrigatório.', 'O campo Estado é de preenchimento obrigatório.']|
13326195|['PAIS DE GALES - 121; DISTRITO INDUSTRIAL DOS BANDEIRANTES - 13326195; SALTO - SP - (972983)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13326195|['PAIS DE GALES - 128; DISTRITO INDUSTRIAL DOS BANDEIRANTES - 13326195; SALTO - SP - (972983)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13326195|['PAIS DE GALES - 92; DISTRITO INDUSTRIAL DOS BANDEIRANTES - 13326195; SALTO - SP - (972983)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13322311|['CEP não cadastrado na base de endereços do sistema.']|
13326195|['PAIS DE GALES - 116; DISTRITO INDUSTRIAL DOS BANDEIRANTES - 13326195; SALTO - SP - (972983)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13322301|"[""Erro ao invocar o serviço 'GVT ServiceAvailability2 BS', método 'checkResourceAvailability' na etapa 'Call Check Coverage'.(SBL-BPR-00162) -- A operação 'checkResourceAvailability' está esperando uma resposta, mas não recebeu nenhuma.(SBL-EAI-04311)(SBL-BPR-00131)""]"|
13326197|['SUECIA - 74; DISTRITO INDUSTRIAL DOS BANDEIRANTES - 13326197; SALTO - SP - (989100)', 'VIVO1', 'METALICO', '9', '0', '0', '0']|SEM DISPONIBILIDADE
13322301|['MADREPEROLA - 119; VILLAGE MILIONI - 13322301; SALTO - SP - (19089)', 'VIVO1', 'METALICO', '14', '0', '0', '0']|SEM DISPONIBILIDADE
13322403|['CAMPO GRANDE - 46; JARDIM PANORAMA - 13322403; SALTO - SP - (15350)', 'VIVO1', '', '0', '0', '0', '0']|SEM DISPONIBILIDADE
13322423|['MALASIA - 1517; JARDIM PANORAMA - 13322423; SALTO - SP - (1740)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13322410|['SALVADOR - 34; JARDIM PANORAMA - 13322410; SALTO - SP - (15377)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13322410|['SALVADOR - 200; JARDIM PANORAMA - 13322410; SALTO - SP - (15377)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13322416|['NATAL - 420; JARDIM PANORAMA - 13322416; SALTO - SP - (15237)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13322413|['BELO HORIZONTE - 543; JARDIM PANORAMA - 13322413; SALTO - SP - (15229)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13322410|['SALVADOR - 262; JARDIM PANORAMA - 13322410; SALTO - SP - (15377)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13322422|['FORTALEZA - 212; JARDIM PANORAMA - 13322422; SALTO - SP - (15210)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13322437|['CURITIBA - 115; JARDIM PANORAMA - 13322437; SALTO - SP - (15393)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327280|['VESUVIO - 264; JARDIM SAO JOAO - 13327280; SALTO - SP - (5800)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321441|['MELVIN JONES - 1055; VILA ROMA - 13321441; SALTO - SP - (3832)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321460|['CARLOS GOMES - 414; JARDIM SANTO ANTONIO - 13321460; SALTO - SP - (1350)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327280|['VESUVIO - 322; JARDIM SAO JOAO - 13327280; SALTO - SP - (5800)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321484|['CATANIA - 51; JARDIM EUROPA - 13321484; SALTO - SP - (1430)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327285|['ADELINO GARCIA - 292; JARDIM SAO JOAO - 13327285; SALTO - SP - (6874)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327210|['GENARO GHEZZI - 21; JARDIM SALTENSE - 13327210; SALTO - SP - (2216)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321441|['MELVIN JONES - 912; VILA ROMA - 13321441; SALTO - SP - (3832)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327300|['JOSE MARIA M OLIVEIRA - 489; VILA NORMA - 13327300; SALTO - SP - (3123)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13329132|['CRUZEIRO SUL - 275; CONDOMINIO FECHADO VILLAGE HARAS SAO LUIZ - 13329132; SALTO - SP - (1660)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327210|['GENARO GHEZZI - 201; JARDIM SALTENSE - 13327210; SALTO - SP - (2216)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327123|['GUARATUBA - 130; JARDIM D ICARAI - 13327123; SALTO - SP - (6700)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321441|['MELVIN JONES - 894; VILA ROMA - 13321441; SALTO - SP - (3832)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327284|['O campo Nº Imóvel é de preenchimento obrigatório.']|
13321540|['ANTURIO - 139; JARDIM INDEPENDENCIA - 13321540; SALTO - SP - (566)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327126|['JUQUEI - 156; JARDIM D ICARAI - 13327126; SALTO - SP - (6742)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327124|['BORACEIA - 22; JARDIM D ICARAI - 13327124; SALTO - SP - (6696)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321540|['ANTURIO - 50; JARDIM INDEPENDENCIA - 13321540; SALTO - SP - (566)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327271|['SAN MARINO - 188; JARDIM SALTENSE - 13327271; SALTO - SP - (5053)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327284|['MIGUEL ORLANDINI - 396; JARDIM SAO JOAO - 13327284; SALTO - SP - (6866)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327280|['VESUVIO - 250; JARDIM SAO JOAO - 13327280; SALTO - SP - (5800)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13329032|['PUGLIA - 137; CONDOMINIO FECHADO PICCOLO PAESE - 13329032; SALTO - SP - (4677)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327280|['VESUVIO - 246; JARDIM SAO JOAO - 13327280; SALTO - SP - (5800)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327280|['VESUVIO - 255; JARDIM SAO JOAO - 13327280; SALTO - SP - (5800)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327280|['VESUVIO - 521; JARDIM SAO JOAO - 13327280; SALTO - SP - (5800)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327220|['ACACIAS - 829; JARDIM SALTENSE - 13327220; SALTO - SP - (35)', 'VIVO1', '', '0', '0', '0', '0']|SEM DISPONIBILIDADE
13327210|['GENARO GHEZZI - 184; JARDIM SALTENSE - 13327210; SALTO - SP - (2216)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13329210|['ZELINO MOSCHINI - 135; CONDOMINIO ZULEIKA JABOUR - 13329210; SALTO - SP - (5975)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13329120|['CONSTELACOES - 115; CONDOMINIO FECHADO VILLAGE HARAS SAO LUIZ - 13329120; SALTO - SP - (1554)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327280|['VESUVIO - 439; JARDIM SAO JOAO - 13327280; SALTO - SP - (5800)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327280|['VESUVIO - 382; JARDIM SAO JOAO - 13327280; SALTO - SP - (5800)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327280|['VESUVIO - 269; JARDIM SAO JOAO - 13327280; SALTO - SP - (5800)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327312|['GONCALO COELHO - 141; VILA NORMA - 13327312; SALTO - SP - (2313)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327113|['GUARATIBA - 138; JARDIM D ICARAI - 13327113; SALTO - SP - (2402)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327200|['THEOPHILO LEITE - 377; JARDIM SALTENSE - 13327200; SALTO - SP - (5428)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321550|['AVENCAS - 87; RESIDENCIAL PORTO SEGURO - 13321550; SALTO - SP - (7943)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321540|['ANTURIO - 280; JARDIM INDEPENDENCIA - 13321540; SALTO - SP - (566)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327300|['JOSE MARIA M OLIVEIRA - 495; VILA NORMA - 13327300; SALTO - SP - (3123)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13329040|['LAZIO - 205; CONDOMINIO FECHADO PICCOLO PAESE - 13329040; SALTO - SP - (3379)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13321531|['PRIMAVERA - 47; JARDIM DONALISIO - 13321531; SALTO - SP - (4529)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
13327220|['ACACIAS - 639; JARDIM SALTENSE - 13327220; SALTO - SP - (35)', 'VIVO1', '', '0', '0', '0', '0']|SEM DISPONIBILIDADE
13327287|['ANTONIO ANDRIETA - 182; JARDIM SAO JOAO - 13327287; SALTO - SP - (6890)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
